chr6	154686635	154688265	154687678	154688265	+	SVA_D
chr14	54202586	54204908	54204323	54204908	+	SVA_D
chr13	34539800	34541733	34541391	34541713	+	SVA_F
chr2	85486988	85489063	85488477	85489063	+	SVA_D
chr3	9559359	9560382	9560314	9560382	+	SVA_D
chr19	9482636	9484307	9483724	9484307	+	SVA_C
chr15	56540199	56541420	56540854	56541420	+	SVA_D
chr17	10056758	10058297	10057684	10058268	+	SVA_C
chr1	212778390	212780520	212779934	212780520	+	SVA_D
chr7	140114172	140115812	140115229	140115812	+	SVA_C
chr11	86109743	86112144	86111558	86112144	+	SVA_D
chr15	88523410	88524964	88524382	88524964	+	SVA_B
chr19_GL383575v2_alt	68502	69899	69315	69899	+	SVA_C
chrX	54735791	54737405	54736822	54737405	+	SVA_B
chr5	176960609	176963187	176962582	176963167	+	SVA_F
chr4	70036926	70038456	70037873	70038456	+	SVA_B
chr4	52991985	52993410	52992827	52993410	+	SVA_B
chr9	125622796	125625266	125624681	125625266	+	SVA_F
chr9	64100238	64101940	64101356	64101940	+	SVA_C
chr7	22800210	22801864	22801278	22801864	+	SVA_D
chr6	107933657	107935819	107935220	107935786	+	SVA_D
chr3	41840345	41842199	41841570	41842153	+	SVA_B
chr5	105858884	105860229	105859645	105860229	+	SVA_C
chr4	394970	396783	396196	396783	+	SVA_A
chr7	2302090	2303968	2303384	2303968	+	SVA_C
chr7	107847447	107849053	107848477	107849053	+	SVA_C
chr4	69761347	69763030	69762420	69763002	+	SVA_C
chr3	196973202	196974344	196973758	196974344	+	SVA_D
chr1	112292484	112295042	112294460	112295042	+	SVA_E
chr14	69902599	69903919	69903335	69903919	+	SVA_C
chr19	52918959	52920545	52920119	52920490	+	SVA_D
chr9	100067157	100069307	100068721	100069307	+	SVA_D
chr1	170418224	170419900	170419312	170419873	+	SVA_C
chr2	171899247	171900972	171900387	171900972	+	SVA_D
chr11	60490848	60492415	60491839	60492415	+	SVA_C
chr11	56496532	56498112	56497531	56498112	+	SVA_B
chr8	73844155	73845726	73845143	73845726	+	SVA_B
chr15_KI270905v1_alt	3469749	3471236	3470653	3471236	+	SVA_B
chr6	36940987	36942489	36941905	36942489	+	SVA_C
chr16	53697323	53699406	53698820	53699406	+	SVA_D
chr4	114515857	114517416	114516833	114517416	+	SVA_D
chr1	143637007	143639698	143639031	143639613	+	SVA_E
chr1	145763884	145765438	145764854	145765438	+	SVA_C
chr17	65483727	65485253	65484668	65485253	+	SVA_F
chr3	72787701	72789094	72788511	72789094	+	SVA_B
chr3	94043535	94045460	94044873	94045460	+	SVA_A
chr7	128462784	128464284	128463701	128464284	+	SVA_B
chr7	23635867	23638734	23638152	23638734	+	SVA_E
chr12	8624321	8626863	8626204	8626786	+	SVA_E
chr3	38052758	38054248	38053627	38054208	+	SVA_B
chr2	142701881	142703310	142702730	142703310	+	SVA_D
chr22	42980466	42982889	42982307	42982889	+	SVA_E
chr4	38806869	38808694	38808117	38808694	+	SVA_F
chr12	108655352	108657065	108656481	108657065	+	SVA_C
chr7	128688772	128690418	128689837	128690418	+	SVA_C
chr7	64553601	64555006	64554423	64555006	+	SVA_B
chr10_KI270824v1_alt	34273	35764	35194	35764	+	SVA_C
chr17	597950	599774	599188	599774	+	SVA_D
chr9	125576480	125578451	125577865	125578451	+	SVA_D
chr1	13327613	13330093	13329511	13330093	+	SVA_E
chr1	245774621	245775730	245775148	245775730	+	SVA_E
chr2	127352677	127354259	127353673	127354259	+	SVA_D
chr7	55311205	55312227	55312162	55312227	+	SVA_D
chr10	102035380	102036886	102036301	102036886	+	SVA_F
chr7	8889944	8891302	8890716	8891302	+	SVA_D
chr12	1817462	1819007	1818423	1819007	+	SVA_D
chr12	121992945	121994977	121994392	121994977	+	SVA_F
chr6	108269204	108270946	108270360	108270946	+	SVA_A
chr4	83181445	83183380	83182794	83183380	+	SVA_D
chr13	107782023	107783882	107783296	107783882	+	SVA_D
chr6	107802658	107804066	107803480	107804066	+	SVA_D
chr11	4237132	4238594	4238011	4238594	+	SVA_B
chr6	28501515	28503131	28502549	28503131	+	SVA_B
chr1	206063365	206065290	206064707	206065290	+	SVA_D
chr1	212724207	212725775	212725192	212725775	+	SVA_B
chr3	47255721	47257150	47256573	47257150	+	SVA_D
chr12	62010136	62011764	62011177	62011764	+	SVA_A
chrX	48138488	48140085	48139502	48140085	+	SVA_B
chr5	18308962	18310765	18310156	18310723	+	SVA_D
chr12	110172361	110173979	110173395	110173979	+	SVA_D
chr17	20684374	20686101	20685520	20686101	+	SVA_D
chr10	8868366	8869913	8869327	8869913	+	SVA_D
chr7	140430960	140432406	140431820	140432406	+	SVA_D
chr13	32715625	32717706	32717121	32717706	+	SVA_D
chr12	43684285	43686354	43685768	43686354	+	SVA_D
chr7	47921884	47923348	47922765	47923348	+	SVA_B
chr11	16887296	16888864	16888280	16888864	+	SVA_C
chr7	4623310	4624917	4624331	4624917	+	SVA_D
chr20	3124216	3126550	3125937	3126524	+	SVA_A
chr16	87718276	87719682	87719100	87719682	+	SVA_B
chr3	39226995	39228593	39228007	39228593	+	SVA_D
chr6	32531533	32532999	32532418	32532999	+	SVA_B
chr1	25603230	25604979	25604367	25604932	+	SVA_F
chr6	58190028	58191451	58190868	58191451	+	SVA_B
chr13	46162265	46163652	46163068	46163652	+	SVA_C
chr2	62629547	62631221	62630639	62631221	+	SVA_C
chr17	27033098	27034844	27034259	27034844	+	SVA_F
chr16	8114341	8115932	8115345	8115932	+	SVA_D
chr20_GL383577v2_alt	7450	8780	8196	8780	+	SVA_C
chr13	52079287	52080906	52080324	52080906	+	SVA_C
chr17	47397009	47398865	47398282	47398865	+	SVA_D
chr10	31968968	31970051	31969882	31969944	+	SVA_F
chr13	35966476	35967846	35967263	35967846	+	SVA_B
chr9	86311566	86313168	86312560	86313126	+	SVA_D
chrX	145435584	145437142	145436557	145437142	+	SVA_D
chr4	46376733	46378663	46378089	46378663	+	SVA_D
chr15	74728246	74729832	74729245	74729832	+	SVA_A
chr10	49969752	49971348	49970764	49971348	+	SVA_C
chr11	8977320	8979568	8978958	8979521	+	SVA_E
chr19_GL383575v2_alt	81446	83914	83332	83914	+	SVA_E
chr1	236385807	236388036	236387434	236388019	+	SVA_F
chr20	37125176	37127141	37126564	37127141	+	SVA_D
chrX	68325838	68327817	68327213	68327795	+	SVA_E
chr13	49592136	49594246	49593652	49594246	+	SVA_F
chr12	117730419	117732051	117731468	117732051	+	SVA_B
chr3	179031925	179033503	179032926	179033503	+	SVA_B
chr10	80533274	80535571	80534990	80535571	+	SVA_D
chr4	975325	976542	976299	976542	+	SVA_E
chr11	47892272	47893747	47893502	47893747	+	SVA_B
chr19	34131894	34133732	34133132	34133698	+	SVA_C
chr8	37927037	37928713	37928127	37928713	+	SVA_D
chrX	53503370	53505081	53504500	53505081	+	SVA_C
chr5	156939948	156941333	156940750	156941333	+	SVA_B
chr20	2823036	2825758	2825176	2825758	+	SVA_E
chrX	73067290	73070552	73069967	73070552	+	SVA_A
chr19	21707312	21708709	21708125	21708709	+	SVA_C
chr21	29010643	29012782	29012203	29012782	+	SVA_D
chr10	125517732	125519210	125518608	125519176	+	SVA_D
chr11	83132591	83134207	83133613	83134174	+	SVA_C
chr11	5933989	5935235	5934650	5935235	+	SVA_F
chr1	50952085	50953407	50952826	50953407	+	SVA_B
chr13	18673286	18674678	18674134	18674678	+	SVA_D
chr6	19938634	19941324	19940582	19941167	+	SVA_D
chr11	95481779	95483447	95482837	95483422	+	SVA_D
chrX	48114626	48116365	48115779	48116365	+	SVA_D
chr21	7552619	7554669	7554085	7554669	+	SVA_D
chr6	60944299	60945684	60945101	60945684	+	SVA_B
chr5	135408497	135409983	135409408	135409983	+	SVA_C
chrX	77278664	77280319	77279733	77280319	+	SVA_D
chr4	169569420	169571222	169570610	169571172	+	SVA_F
chr1	23852445	23854094	23853493	23854063	+	SVA_D
chr8	51158373	51160237	51159616	51160202	+	SVA_D
chr18	12873246	12875326	12874740	12875326	+	SVA_D
chr1	109073392	109074599	109074014	109074599	+	SVA_F
chr4	44181146	44182803	44182220	44182803	+	SVA_C
chr15	63098256	63099787	63099209	63099787	+	SVA_D
chr4	67636367	67637833	67637269	67637833	+	SVA_C
chr3	167018076	167019691	167019108	167019691	+	SVA_B
chr6	34785683	34787536	34786950	34787536	+	SVA_D
chr9	122866367	122868768	122868172	122868735	+	SVA_D
chr5	112954184	112955809	112955223	112955809	+	SVA_D
chr17	2446592	2448825	2448178	2448760	+	SVA_E
chr17	42448454	42450045	42449461	42450045	+	SVA_D
chr13	26723183	26724827	26724247	26724827	+	SVA_D
chr1	39869069	39870526	39869943	39870526	+	SVA_B
chr7	13101917	13103695	13103102	13103665	+	SVA_D
chr12	8183376	8185368	8184782	8185368	+	SVA_D
chrX	80712156	80713707	80713121	80713707	+	SVA_D
chr7	29263001	29264829	29264246	29264829	+	SVA_B
chr11	60621343	60623668	60623082	60623668	+	SVA_D
chr19	40117193	40119387	40118802	40119387	+	SVA_F
chr9	83803223	83805483	83804897	83805483	+	SVA_D
chr17	19475323	19476733	19476131	19476694	+	SVA_D
chrY	4294972	4296302	4295719	4296302	+	SVA_C
chr9	10449043	10450256	10449673	10450256	+	SVA_C
chr10	34975929	34977301	34976717	34977301	+	SVA_C
chr17	30522805	30524227	30523647	30524227	+	SVA_D
chr19	50085714	50087346	50086761	50087346	+	SVA_D
chr11	86878226	86880459	86879876	86880459	+	SVA_D
chr9	74852407	74853873	74853291	74853873	+	SVA_B
chr19	15362359	15364009	15363445	15364009	+	SVA_C
chr15	28069386	28071182	28070597	28071182	+	SVA_F
chr5	157013504	157015098	157014514	157015098	+	SVA_D
chr4	138738762	138740140	138739563	138740140	+	SVA_C
chr9	85573072	85574484	85573900	85574484	+	SVA_D
chr14	63521939	63523727	63523141	63523727	+	SVA_D
chr4	57172504	57174101	57173518	57174101	+	SVA_D
chrX	53721104	53722488	53721905	53722488	+	SVA_B
chr1	99507564	99509465	99508878	99509465	+	SVA_A
chr8	69244974	69246876	69246290	69246876	+	SVA_D
chr1	106411820	106413364	106412778	106413364	+	SVA_D
chr22	23936396	23937909	23937326	23937909	+	SVA_C
chr7	66614054	66615506	66614922	66615506	+	SVA_C
chr4	94157267	94158541	94158267	94158517	+	SVA_F
chr17_KI270857v1_alt	2665528	2667623	2667019	2667586	+	SVA_D
chr3	48733473	48735453	48734868	48735453	+	SVA_D
chr20	53853782	53855233	53854647	53855233	+	SVA_D
chr7	36196374	36197908	36197321	36197908	+	SVA_A
chr3	186863245	186865604	186865022	186865604	+	SVA_E
chr14	89505248	89507142	89506556	89507142	+	SVA_D
chr11	44662918	44664668	44664060	44664646	+	SVA_D
chr4	126770588	126772172	126771592	126772172	+	SVA_B
chr6	22835677	22837937	22837356	22837937	+	SVA_D
chr17	81617662	81619218	81618634	81619218	+	SVA_D
chr7	26261229	26263036	26262450	26263036	+	SVA_D
chr14	34475395	34476927	34476345	34476927	+	SVA_B
chr1	7952052	7953580	7953315	7953558	+	SVA_D
chr3	75288670	75290504	75289924	75290504	+	SVA_D
chr3	131951522	131953258	131952672	131953258	+	SVA_D
chr13	49564992	49566306	49565692	49566254	+	SVA_F
chr15	50172137	50173720	50173137	50173720	+	SVA_B
chr13	52063029	52065140	52064554	52065140	+	SVA_D
chr2	38402573	38404394	38403811	38404394	+	SVA_D
chr11	107911771	107913485	107912905	107913485	+	SVA_D
chr22	23853764	23856326	23855724	23856304	+	SVA_E
chr2	186472225	186474208	186473626	186474208	+	SVA_D
chr9	81709454	81712016	81711340	81711924	+	SVA_F
chr16	66630306	66631959	66631363	66631930	+	SVA_C
chr7	129215717	129217278	129216691	129217278	+	SVA_A
chrX	53577490	53579966	53579384	53579966	+	SVA_E
chr19	45647515	45649226	45648640	45649226	+	SVA_D
chr5	176304214	176306931	176306346	176306931	+	SVA_F
chr11	36143902	36146021	36145436	36146021	+	SVA_D
chr1	192856342	192858401	192857815	192858401	+	SVA_D
chr8	57021158	57023175	57022592	57023175	+	SVA_D
chr21	44824049	44825969	44825366	44825934	+	SVA_D
chr10	50355274	50356582	50355999	50356582	+	SVA_B
chr20	32175318	32177633	32177353	32177598	+	SVA_F
chr4	122811153	122813202	122812624	122813202	+	SVA_D
chr9	15233324	15235072	15234460	15235041	+	SVA_D
chr1	168836733	168838135	168837552	168838135	+	SVA_B
chr10	100276470	100278822	100278243	100278822	+	SVA_D
chrY	20551006	20553271	20552684	20553271	+	SVA_A
chr20	33700738	33702334	33701748	33702334	+	SVA_D
chr19	36490463	36492158	36491578	36492158	+	SVA_E
chr4	150953347	150954775	150954199	150954775	+	SVA_B
chrX	12962559	12964455	12963850	12964435	+	SVA_D
chr10	99891150	99892776	99892192	99892776	+	SVA_F
chr10	97840962	97842465	97841879	97842465	+	SVA_D
chrX	54215183	54216285	54215717	54216285	+	SVA_F
chr4	123684306	123685775	123685192	123685775	+	SVA_B
chrX	126673170	126674939	126674357	126674939	+	SVA_C
chr1	248829713	248830983	248830398	248830983	+	SVA_F
chr3	39655223	39656655	39656072	39656655	+	SVA_B
chr14	44600789	44602246	44601664	44602246	+	SVA_C
chr8	93038536	93040259	93039641	93040227	+	SVA_D
chr10	67690858	67692756	67692170	67692756	+	SVA_D
chr20	34131811	34133701	34133093	34133679	+	SVA_D
chr4	45206938	45209309	45208723	45209309	+	SVA_A
chr14	22636226	22638669	22638087	22638669	+	SVA_E
chr14	80285916	80287634	80287050	80287634	+	SVA_D
chr1	151599281	151601739	151601157	151601739	+	SVA_E
chr15	51293535	51294998	51294752	51294998	+	SVA_D
chr7	33303519	33305150	33304563	33305150	+	SVA_A
chr2	71160418	71162092	71161505	71162092	+	SVA_A
chrX	72177974	72180036	72179410	72179991	+	SVA_E
chr7	83124708	83125903	83125320	83125903	+	SVA_B
chr14	23736306	23737562	23736979	23737562	+	SVA_B
chr19	17917612	17919508	17918924	17919508	+	SVA_C
chr15	43013854	43015653	43015073	43015653	+	SVA_D
chr3	196385004	196386393	196385810	196386393	+	SVA_B
chr10	34352329	34353763	34353149	34353709	+	SVA_B
chr7	92026308	92028308	92027721	92028308	+	SVA_A
chr15	75558502	75559788	75559204	75559788	+	SVA_C
chr9	5432485	5435334	5434747	5435334	+	SVA_A
chr13	51077120	51078923	51078338	51078923	+	SVA_D
chr7	149553395	149555894	149555313	149555894	+	SVA_D
chr17	16144709	16146306	16145729	16146306	+	SVA_B
chr18	7097822	7099487	7098901	7099487	+	SVA_D
chr2	41746018	41748716	41748131	41748716	+	SVA_F
chr18	59254955	59256444	59255861	59256444	+	SVA_B
chr20	34222626	34224240	34223658	34224240	+	SVA_B
chrUn_KI270744v1	70749	72410	71824	72410	+	SVA_D
chr1	247521307	247522933	247522349	247522933	+	SVA_C
chr11	60509614	60511185	60510602	60511185	+	SVA_B
chr17	8373093	8374641	8374058	8374641	+	SVA_B
chr13	97774443	97775520	97774936	97775520	+	SVA_C
chr1	143702024	143704151	143703565	143704151	+	SVA_D
chr20	25561017	25562790	25562205	25562790	+	SVA_D
chr4	150658506	150661088	150660503	150661088	+	SVA_F
chr22	17560608	17562053	17561467	17562053	+	SVA_D
chr2	75724555	75725805	75725219	75725805	+	SVA_D
chr9	74196853	74198689	74198071	74198656	+	SVA_D
chr6	99141343	99142878	99142297	99142878	+	SVA_D
chr4	37668202	37670082	37669468	37670053	+	SVA_D
chr18	76644896	76646470	76645884	76646470	+	SVA_D
chr12	66133893	66136101	66135496	66136081	+	SVA_F
chr11	33985553	33987019	33986433	33987019	+	SVA_D
chr11	71830801	71832269	71831687	71832269	+	SVA_C
chr14	45634400	45636455	45635868	45636455	+	SVA_A
chr7	99426098	99428117	99427535	99428117	+	SVA_D
chr11	91062853	91064532	91063918	91064482	+	SVA_A
chr17	3853607	3855089	3854511	3855089	+	SVA_D
chr15	40682075	40684259	40683678	40684259	+	SVA_D
chr19	23567855	23568976	23568391	23568976	+	SVA_F
chr2	160448279	160449838	160449259	160449838	+	SVA_B
chr7	111609227	111611173	111610587	111611173	+	SVA_D
chr3	57338000	57339393	57338806	57339393	+	SVA_A
chr16	30158670	30159162	-1	-1	+	SVA_A
chr9	33600219	33601837	33601255	33601837	+	SVA_D
chr3	196243494	196245112	196244528	196245112	+	SVA_C
chr2	232905076	232907203	232906592	232907178	+	SVA_D
chr11	116346378	116348067	116347483	116348067	+	SVA_C
chr1	153574460	153575981	153575399	153575981	+	SVA_C
chr6_GL000255v2_alt	1729543	1731098	1730511	1731098	+	SVA_D
chr22	37786147	37787616	37787030	37787616	+	SVA_D
chr11	59699021	59700602	59700018	59700602	+	SVA_D
chr22	28552751	28554387	28553804	28554387	+	SVA_D
chr2	63808290	63809926	63809341	63809926	+	SVA_D
chr2	218930765	218932651	218932066	218932651	+	SVA_D
chr1	246362425	246363938	246363352	246363938	+	SVA_D
chr1	23503237	23504986	23504400	23504986	+	SVA_D
chr9	122710771	122711941	122711371	122711941	+	SVA_A
chr16	31231577	31233117	31232850	31233097	+	SVA_D
chr11	129128568	129129672	129129466	129129672	+	SVA_B
chr3	60926959	60928326	60927743	60928326	+	SVA_B
chr1	197405042	197406592	197406006	197406592	+	SVA_D
chr20	31426267	31428439	31427853	31428439	+	SVA_D
chr20	5026869	5028673	5028088	5028673	+	SVA_F
chr2	41995004	41996193	41995610	41996193	+	SVA_D
chr7	64855470	64857670	64857085	64857670	+	SVA_F
chr17	28458151	28459780	28459195	28459780	+	SVA_D
chr3	190472665	190474210	190473626	190474210	+	SVA_D
chr19	12467122	12468710	12468124	12468710	+	SVA_D
chr17	19440793	19442424	19441839	19442424	+	SVA_D
chr20	5701326	5702734	5702154	5702734	+	SVA_D
chrY	14041126	14042331	14041755	14042331	+	SVA_B
chr9	88625473	88627046	88626461	88627046	+	SVA_F
chr1	23934959	23936501	23935916	23936501	+	SVA_D
chr22_KI270879v1_alt	90126	92688	92086	92666	+	SVA_E
chr4	6977028	6978756	6978171	6978756	+	SVA_D
chr15	89866994	89869586	89869002	89869586	+	SVA_F
chr10	45511377	45513240	45512655	45513240	+	SVA_D
chr7	73835121	73837384	73836716	73837301	+	SVA_F
chr3	121688158	121689666	121689081	121689666	+	SVA_D
chr3	130867297	130869442	130868860	130869442	+	SVA_E
chr1	34081394	34083087	34082504	34083087	+	SVA_B
chr7	108255148	108256639	108256057	108256639	+	SVA_B
chr19	21775160	21776666	21776080	21776666	+	SVA_D
chr3	146095855	146097826	146097233	146097805	+	SVA_E
chr6	85837909	85839700	85839116	85839700	+	SVA_C
chr17	22740481	22742204	22741618	22742204	+	SVA_D
chr6_GL000252v2_alt	1730320	1731835	1731252	1731835	+	SVA_D
chr11	73774382	73775940	73775356	73775940	+	SVA_C
chr8	117777075	117778410	117777827	117778410	+	SVA_B
chr17	3463910	3465799	3465213	3465799	+	SVA_D
chr14	20212027	20213449	20213202	20213449	+	SVA_D
chr10	42846671	42848342	42847756	42848342	+	SVA_D
chr12	14354016	14355540	14354956	14355540	+	SVA_C
chr1	248676257	248677579	248676994	248677579	+	SVA_F
chr12	111956495	111958290	111957707	111958290	+	SVA_B
chr2	170149035	170150950	170150335	170150921	+	SVA_D
chr12	48724027	48725582	48724996	48725582	+	SVA_D
chr5	56371906	56373492	56372906	56373492	+	SVA_D
chr17	16094546	16096321	16095736	16096321	+	SVA_D
chr3	119241924	119243542	119242962	119243542	+	SVA_B
